,LD1,LD2,LD3,fault
30,-0.25309423351537585,-1.312731962259169,-1.3029768884819466,1
31,-0.2642094858932011,-1.2839165698742796,-1.2535921685574551,1
32,-0.2773095925413093,-1.276361076162637,-1.2585615086590272,1
33,-0.28987398286606625,-1.274576391912668,-1.3167428594157422,1
34,-0.307193033846509,-1.3086238023959729,-1.4057991939757897,1
35,-0.3339059764445073,-1.4038359033995287,-1.502276585578167,1
36,-0.3660342909767605,-1.5315796323241329,-1.58663599541643,1
37,-0.39253939292962486,-1.6186633333413087,-1.6398046252705485,1
38,-0.40412237198731027,-1.603975301569872,-1.648453825320806,1
39,-0.40280124798425504,-1.5010663005120053,-1.6181581866130261,1
40,-0.39978166873010423,-1.3840809605618893,-1.5696539719083467,1
41,-0.403916710633876,-1.312365632625519,-1.5240843118321885,1
42,-0.4153898766966974,-1.2894858818958543,-1.495516687504334,1
43,-0.42970571996822976,-1.2889658513248299,-1.4939704247367576,1
44,-0.4438327487371775,-1.2926070960530662,-1.5227819019790083,1
45,-0.45903758876464495,-1.307441773454253,-1.5744870543006855,1
46,-0.47811041188793324,-1.3485301479655094,-1.6333239590601145,1
47,-0.5005914766683037,-1.4103618531648965,-1.6844822127966328,1
48,-0.521453483070634,-1.4593010516928913,-1.7176451387981875,1
49,-0.5351655852462471,-1.4593381796154703,-1.727091343736955,1
50,-0.5406264481448174,-1.403471623883728,-1.7128579121909733,1
51,-0.5425531483015444,-1.3229075734475162,-1.6837021746864855,1
52,-0.5471843942597552,-1.2592884768430073,-1.653198356869018,1
53,-0.5569822758428573,-1.23010885039587,-1.6328771340496735,1
54,-0.5698606344498593,-1.2232562436735246,-1.6283332786199711,1
55,-0.583075112993815,-1.2218022935216473,-1.6407604265647837,1
56,-0.5962168336335082,-1.2228507214095066,-1.667073166218689,1
57,-0.6107338330636936,-1.2344140978142897,-1.699973458236936,1
58,-0.6270956492265792,-1.2577972380808657,-1.729746064679683,1
59,-0.643286387531911,-1.2788929426410218,-1.7487656486889127,1
60,-0.6560925493911139,-1.276718118163607,-1.7533914474326446,1
61,-0.6640538923417926,-1.242103158518711,-1.744149810292455,1
62,-0.6688300131742057,-1.1861760273603388,-1.7249652746678434,1
63,-0.6739160297945308,-1.1321793347026223,-1.7028490275368988,1
64,-0.6817205956926837,-1.0965690360100198,-1.685140791915536,1
65,-0.6920601284716876,-1.0790580977515951,-1.6766644232758008,1
66,-0.7032147726447497,-1.0690397728678191,-1.6782681198489438,1
67,-0.7141989547483779,-1.0600961703756557,-1.6880454602432367,1
68,-0.7254075273273715,-1.0541418512266645,-1.702077723553118,1
69,-0.7374449598042546,-1.0541676238291764,-1.715382844579535,1
70,-0.7496865326963911,-1.0553539596546149,-1.7230263137977029,1
71,-0.7604678148395078,-1.0466686421696512,-1.7221795061090435,1
72,-0.768509097778232,-1.0199795747231775,-1.7126932487044058,1
73,-0.7741979263711748,-0.9781210282765999,-1.696850653251472,1
74,-0.7792879213179339,-0.9327762190414319,-1.6782462171308632,1
75,-0.7855190278078281,-0.8956467517155525,-1.6610259797828453,1
76,-0.7933457513723807,-0.8701689135336005,-1.6483801580103836,1
77,-0.802034198631404,-0.851990810983001,-1.6416006896060025,1
78,-0.8107022552481314,-0.835458043756709,-1.6397561708698043,1
79,-0.8192142810055653,-0.8194100673618729,-1.640650859015962,1
80,-0.8279020034887156,-0.8054864830157733,-1.6414623929117023,1
81,-0.8367493804659469,-0.7931274519791217,-1.6395101732516564,1
82,-0.8450087392556792,-0.7772425839175183,-1.6327726200646344,1
83,-0.8518254908782598,-0.7523384999274074,-1.6207337322245183,1
84,-0.8570571966600923,-0.7176777635192894,-1.604372529605605,1
85,-0.8615050584366415,-0.6786904835842089,-1.5857982194751485,1
86,-0.8662395329083261,-0.6425380924342952,-1.5673412407172498,1
87,-0.8718143988081867,-0.6130811125273948,-1.5510049280957299,1
88,-0.8779954949737441,-0.5890381330564869,-1.5377799209176437,1
89,-0.8842404188557526,-0.5670100814738129,-1.5275130087508961,1
90,-0.8902573986930802,-0.5449885806434805,-1.5189891563740685,1
91,-0.8961528349741715,-0.523402369227535,-1.5105846522020627,1
92,-0.9020251785226184,-0.5025943782674965,-1.500660073546794,1
93,-0.9076352006012757,-0.4808510417123391,-1.4880386123219016,1
94,-0.9124998938354603,-0.4550210642675566,-1.4721985305119833,1
95,-0.9163805823267245,-0.42367319004462684,-1.4535485727788628,1
96,-0.9195480857424211,-0.38870611579954684,-1.4331818079916518,1
97,-0.9226050502972487,-0.35418507412236233,-1.4125284344583213,1
98,-0.9259908342962986,-0.3230948182540689,-1.3927740883841488,1
99,-0.9297205734790845,-0.2956765781671962,-1.3746211454414923,1
100,-0.9334972777871455,-0.2700777732459099,-1.3580699970070964,1
101,-0.93707248428804,-0.2446695849921868,-1.3425613412579385,1
102,-0.9404126780713017,-0.21909393544131076,-1.3271374430816574,1
103,-0.9435995237988507,-0.1937194041157066,-1.3108486015853877,1
104,-0.9465841143981651,-0.1681043068712636,-1.2929527930802447,1
105,-0.9491540638633308,-0.14085829350014087,-1.2731463636413274,1
106,-0.9511125794181441,-0.1107560395398447,-1.2515567214670684,1
107,-0.9525137908183451,-0.07824936988797922,-1.2287604947339243,1
108,-0.9536458041013007,-0.04529253505839005,-1.2055299066873437,1
109,-0.9548172226697252,-0.013977990934781373,-1.1826161842633918,1
110,-0.9561199614585778,0.01503217979165356,-1.160456801371316,1
111,-0.957428130267375,0.04249702512234863,-1.1391345889363067,1
112,-0.95855652845501,0.06962309984932277,-1.1183578743070868,1
113,-0.9594321508708912,0.09693411343161532,-1.0976370542649436,1
114,-0.960081641989929,0.12435556634143542,-1.07640441893017,1
115,-0.9605227278464468,0.15184188652011193,-1.0542287650022972,1
116,-0.9606746333699121,0.17994900115305745,-1.030879855241097,1
117,-0.9604265584587375,0.2093616383730908,-1.0064124100901473,1
118,-0.9597558651120983,0.24017870478366693,-0.9810970835097367,1
119,-0.9587897287898006,0.27151124141089106,-0.9553749426500299,1
120,-0.9577090523510887,0.3021424192747359,-0.929678078494809,1
121,-0.9566172284742646,0.3313531660171126,-0.904323019093597,1
122,-0.955473773960957,0.35938244389217355,-0.8793886697422222,1
123,-0.9541692150910277,0.3869268440512764,-0.8547562363013351,1
124,-0.9526244476807734,0.4145300597286797,-0.8301456765034685,1
125,-0.9508374892308249,0.4422472776706963,-0.8052449988211652,1
126,-0.9488272764511206,0.47001093586475495,-0.7797731600276585,1
127,-0.9465782159642901,0.49794096470898935,-0.7535838432293398,1
128,-0.9440346778948518,0.5263962691558305,-0.7266724217435612,1
129,-0.9411689309986366,0.5555205315708347,-0.6991946727947355,1
130,-0.9380244888955959,0.5850017915632592,-0.6713901191055439,1
131,-0.9347011294554508,0.6141566215170376,-0.643530639683657,1
132,-0.9312759225490556,0.6424675058192768,-0.6158129596625264,1
133,-0.9277544590243174,0.6698767443695242,-0.5883236876628603,1
134,-0.9240789252027026,0.6967609191382204,-0.5610052140077088,1
135,-0.9201916958956105,0.7235008617399016,-0.5337130675382811,1
136,-0.9160724442241017,0.7502614754287185,-0.50625478588397,1
137,-0.9117330432363133,0.7769919150150539,-0.47846972952354627,1
138,-0.9071760424012549,0.8037019659117727,-0.45025487486771726,1
139,-0.9023824942902009,0.8305113707386678,-0.4216068387235533,1
140,-0.8973307597185477,0.8575520468906938,-0.3926017343902169,1
141,-0.892033632714722,0.8847164266241393,-0.3633849906083836,1
142,-0.8865388465727986,0.9116834821955181,-0.3341111882705195,1
143,-0.8808998644311924,0.93809064563336,-0.30491268689149503,1
144,-0.8751347675030988,0.9638203279049958,-0.27584895567763623,1
145,-0.8692218674221273,0.9890091040433591,-0.24690896255509984,1
146,-0.8631230990180498,1.0139179062920782,-0.2180125853722155,1
147,-0.8568178072683341,1.0386935420380914,-0.1890578064789851,1
148,-0.8503068777143404,1.0633565986993039,-0.1599451029502226,1
149,-0.8435981155076058,1.0878695349871936,-0.1306173844221724,1
150,-0.8366874910921874,1.112271233225822,-0.10106225501047507,1
151,-0.829565375392315,1.136617841336438,-0.0713233356087995,1
152,-0.8222325137055786,1.1609024306898499,-0.0414769410323383,1
153,-0.8147117916102679,1.1849662069549187,-0.011619502261665183,1
154,-0.8070348464605168,1.2086062751220117,0.018169087126718175,1
155,-0.7992215821091087,1.2316908848102668,0.047838299090998515,1
156,-0.7912668612381221,1.2542629600591808,0.07738592029826384,1
157,-0.7831510427061074,1.2764550682263582,0.10684417314144357,1
158,-0.7748572537835771,1.2983951612874594,0.1362706456845082,1
159,-0.7663829773851524,1.3201127841286169,0.16571887543490943,1
160,-0.7577334603776474,1.341594847138029,0.19522794625521028,1
161,-0.748911950464708,1.362828398302827,0.22480518921306838,1
162,-0.7399156347839575,1.3838421630280215,0.2544313504166427,1
163,-0.7307443673925033,1.4046356400833464,0.2840597786562954,1
164,-0.7214077767449765,1.42515253387168,0.313634777958995,1
165,-0.7119242288926032,1.4452740139467535,0.343101046116619,1
166,-0.7023089005702331,1.464912522353681,0.3724235448535066,1
167,-0.6925650357954771,1.4840525883602753,0.4015897381237419,1
168,-0.6826842052508036,1.50276456580575,0.4306137682013937,1
169,-0.6726564771779492,1.5211236681992735,0.4595226291521568,1
170,-0.6624782630672339,1.5391736212145373,0.4883484281921143,1
171,-0.6521530948429478,1.556904885497234,0.5171120866366253,1
172,-0.6416854203478618,1.5743073289323315,0.5458203621376368,1
173,-0.6310769358393014,1.5913781146384058,0.5744597848472858,1
174,-0.6203282716863479,1.608125883106995,0.6030038463295353,1
175,-0.6094442202492122,1.6245244754378558,0.6314160032736669,1
176,-0.5984348581250963,1.6405216415552983,0.659662138722223,1
177,-0.5873112152080706,1.6560538683258559,0.6877153887728219,1
178,-0.5760789390298281,1.6711012317069804,0.7155647206417722,1
179,-0.5647365541724615,1.6856847121872354,0.7432120348104797,1
180,-0.5532793568749698,1.6998544665594864,0.7706707444063206,1
181,-0.5417050206110574,1.7136397984864535,0.7979556211371004,1
182,-0.5300157201410242,1.7270479314644835,0.8250784668301727,1
183,-0.5182157981619986,1.740064747743975,0.8520407105951504,1
184,-0.5063087175656347,1.752686703335492,0.8788345798025595,1
185,-0.4942966010445069,1.7649109558025293,0.9054422849742771,1
186,-0.4821827539408444,1.7767327572395166,0.9318420785837692,1
187,-0.4699732616807001,1.7881235963353763,0.9580107679605899,1
188,-0.45767587764331896,1.7990515695682112,0.9839305272311872,1
189,-0.44529636563826813,1.8094926895823422,1.009590108479873,1
190,-0.4328366453909623,1.8194550518582209,1.0349875517055378,1
191,-0.4202956359588174,1.8289609473274726,1.0601262934352362,1
192,-0.407672764337826,1.8380361663165372,1.0850130988873852,1
193,-0.39496975804896317,1.8466860703100265,1.109652207392971,1
194,-0.3821905679893177,1.8549073512795151,1.1340440058694645,1
195,-0.36933909916951935,1.862690485743353,1.1581822648454305,1
196,-0.3564186495041558,1.8700347986288943,1.1820562369659782,1
197,-0.3434322567577338,1.876935107524566,1.2056510757157894,1
198,-0.3303844255087197,1.8833826070210409,1.2289518607479937,1
199,-0.3172806005157986,1.8893574304640035,1.2519449734089747,1
200,-0.3041261091614187,1.8948468818318718,1.2746214868558583,1
201,-0.2909240661704708,1.8998477431989742,1.2969767167271034,1
202,-0.2776759082369552,1.9043737728160712,1.3190106436303601,1
203,-0.2643823481358654,1.9084384014917328,1.3407247389065315,1
204,-0.25104553424847054,1.9120515290153492,1.3621206193682431,1
205,-0.23766875846775723,1.915210332674739,1.3831969679313745,1
206,-0.22425616470094725,1.9179114924887237,1.4039495889111067,1
207,-0.2108112485183799,1.9201501740544626,1.4243705268641111,1
208,-0.19733750833531347,1.9219264009806805,1.444450087753208,1
209,-0.18383848908876269,1.9232347778362375,1.4641774395536267,1
210,-0.17031875224254375,1.9240688289486538,1.4835431871619273,1
211,-0.15678265609197115,1.9244188408642076,1.5025397857051843,1
212,-0.14323408288460793,1.924283717929541,1.5211630076038856,1
213,-0.12967539846641846,1.9236675928994846,1.5394107895283073,1
214,-0.11610871983639422,1.9225814355343345,1.5572829694061072,1
215,-0.10253619666161708,1.9210313175923337,1.574779010208128,1
216,-0.08896118996006731,1.9190203725271695,1.591897512250998,1
217,-0.07538726974878847,1.9165454558037125,1.6086347413058422,1
218,-0.06181833867443501,1.91360582852057,1.6249854165155986,1
219,-0.04825767968632966,1.9101998026934983,1.6409425633497476,1
220,-0.034708957687332315,1.906327934891691,1.6564991423383029,1
221,-0.021175780317132808,1.901986635776477,1.6716482818703549,1
222,-0.007662333380445509,1.8971735777878649,1.6863847394665519,1
223,0.005827864499652873,1.891886409624882,1.700704599446796,1
224,0.019291555910275242,1.8861293086442297,1.7146058537604603,1
225,0.03272636096011889,1.8799077491841192,1.728087158683477,1
226,0.04612949211044263,1.873229170157288,1.7411477085048088,1
227,0.05949810467301008,1.8660962054325676,1.753785801690323,1
228,0.07282853604109304,1.8585105969245501,1.7659990610324696,1
229,0.08611740739235217,1.850471353891072,1.7777837221614516,1
230,0.09936107570421779,1.8419800821272867,1.7891355715254196,1
231,0.11255639103248803,1.8330371178820093,1.8000497873444385,1
232,0.12569971335740593,1.8236440377992866,1.8105221122655768,1
233,0.13878767427503444,1.8138000081372792,1.8205486677037808,1
234,0.15181658083924865,1.8035065409258264,1.8301268613930677,1
235,0.1647834628662741,1.7927656703458748,1.8392547549366582,1
236,0.17768528192269428,1.7815833235667131,1.847931446194484,1
237,0.1905195088254977,1.7699645120317877,1.8561559991373655,1
238,0.2032830237587172,1.7579146247727542,1.8639276317253406,1
239,0.21597284848082127,1.7454357346726672,1.8712447570779143,1
240,0.22858546497780033,1.7325304610792758,1.8781055237673077,1
241,0.2411178124585973,1.719200166281792,1.8845072962012623,1
242,0.25356652379578054,1.7054481895805802,1.8904475677634014,1
243,0.26592865673661337,1.6912765428975958,1.8959236316653338,1
244,0.27820081281145614,1.6766883237122054,1.9009335277088861,1
245,0.2903800116764091,1.6616853977705908,1.9054755672804247,1
246,0.30246301192719094,1.6462719249476478,1.9095490365296088,1
247,0.3144471914871829,1.6304521182954148,1.9131534066174196,1
248,0.3263296419832931,1.6142322305928203,1.9162887603201773,1
249,0.3381078268440689,1.597616947529447,1.9189548428885936,1
250,0.349778666108662,1.5806112099345673,1.921151519632649,1
251,0.3613393890305768,1.5632179989413912,1.9228780073797274,1
252,0.37278682830300874,1.5454414021034972,1.9241336185719857,1
253,0.3841182998378285,1.5272847039121504,1.9249172258190852,1
254,0.39533076517834953,1.5087525807846127,1.9252281535250522,1
255,0.40642160046231884,1.4898485507220267,1.925065656486737,1
256,0.41738778201076104,1.4705772331156997,1.9244297370305814,1
257,0.4282267655254163,1.4509425664471414,1.9233204636964432,1
258,0.43893572693809435,1.4309503021572247,1.9217386289469625,1
259,0.4495123582456744,1.4106057539487067,1.9196848869377467,1
260,0.4599539789004313,1.389915314304526,1.9171603317537462,1
261,0.47025826019011685,1.3688839219307862,1.9141656214353984,1
262,0.48042242257304907,1.3475170016624698,1.9107016690873182,1
263,0.4904440860808506,1.3258188348436233,1.9067689129341043,1
264,0.5003205227800579,1.3037948431595177,1.902368151024087,1
265,0.5100494688461835,1.2814497352832876,1.8974998954146052,1
266,0.5196282984903335,1.2587892454252052,1.8921652361667831,1
267,0.5290548054291229,1.235818211762824,1.8863651338167702,1
268,0.5383264355807332,1.2125425447066425,1.8801012278765254,1
269,0.547441114472783,1.1889676443512656,1.8733750230677606,1
270,0.5563964585129485,1.1651001996805488,1.866188611954766,1
271,0.5651905353462849,1.1409461866403536,1.858543798414658,1
272,0.5738210198791232,1.1165122823024596,1.850442813209905,1
273,0.5822859715368106,1.0918040257506676,1.8418874721181926,1
274,0.5905830624652271,1.0668276316117964,1.8328799786692234,1
275,0.5987103999396094,1.041588555173585,1.8234221507112927,1
276,0.6066657612112641,1.0160932341381315,1.8135162978564137,1
277,0.6144473648405995,0.990347432908441,1.8031644580025121,1
278,0.6220530807930542,0.9643577579202488,1.7923692760800038,1
279,0.6294812096905301,0.9381301114936398,1.7811331806961466,1
280,0.6367297255673514,0.9116713523289611,1.7694592258985333,1
281,0.643797060113458,0.8849878178779638,1.7573502044907796,1
282,0.6506813212238175,0.8580867497326816,1.7448094551128714,1
283,0.6573810332696762,0.8309746244145125,1.7318399508580955,1
284,0.6638943548489267,0.8036585094531832,1.718445132422823,1
285,0.6702198487151607,0.7761446274293008,1.7046280292243772,1
286,0.6763557356192501,0.7484399260614857,1.6903921505208515,1
287,0.6823006730783726,0.7205507445440003,1.6757406473522072,1
288,0.6880529987982256,0.6924842294909822,1.6606772283473368,1
289,0.6936114743548365,0.6642468947111171,1.645205302166309,1
290,0.6989745321578971,0.6358459836698244,1.6293288855453345,1
291,0.704141033652798,0.6072881442635208,1.6130517004164,1
292,0.7091095275510786,0.578580829175251,1.5963780586271454,1
293,0.7138789983168472,0.5497309318420894,1.5793119232356605,1
294,0.718448101294255,0.5207460366511606,1.5618577879663407,1
295,0.7228159027213028,0.49163300655773334,1.5440197450106978,1
296,0.7269811313294854,0.46239927536743836,1.5258023936441765,1
297,0.7309429258059957,0.43305161436792083,1.507209927457268,1
298,0.7347001111209217,0.4035974766077662,1.488247081755967,1
299,0.7382519387756054,0.37404375063521444,1.468918223735039,1
300,0.7415973441316106,0.344398003645201,1.449228299530033,1
301,0.7447356822183412,0.31466720652706587,1.4291819114643922,1
302,0.7476659930014561,0.28485898385621294,1.408784250500444,1
303,0.7503877402115305,0.25498040816309125,1.3880401462522463,1
304,0.7529000822563446,0.2250392213962743,1.3669549914223618,1
305,0.7552025906756328,0.19504259271444432,1.3455337804794336,1
306,0.7572945245834797,0.16499825594798398,1.323782048268075,1
307,0.7591755443482266,0.13491330125334647,1.3017049047862497,1
308,0.7608449979650758,0.10479537089724072,1.279308000638948,1
309,0.7623026401640804,0.07465153396855903,1.256596567033824,1
310,0.7635479302026463,0.04448946469729674,1.2335764040968267,1
311,0.7645807341196786,0.014316295901268263,1.2102529093281338,1
312,0.7654006208442158,-0.01586026370638467,1.1866320613634183,1
313,0.7660075609541036,-0.046033058381928185,1.1627194410627673,1
314,0.7664012338761622,-0.07619436265485967,1.138521208487838,1
315,0.7665817184457846,-0.10633697841217761,1.114043105962516,1
316,0.7665488046121302,-0.1364531542374159,1.0892914378250373,1
317,0.766302679037592,-0.16653570645187182,1.0642720712798561,1
318,0.7658432285555417,-0.19657694955801225,1.0389914184401343,1
319,0.7651707334739342,-0.2265697802647839,1.0134554464177221,1
320,0.764285181495367,-0.2565065786641204,0.9876706723829047,1
321,0.7631869588280754,-0.2863802613394362,0.9616431785846463,1
322,0.761876164201721,-0.3161832130235724,0.9353796080812973,1
323,0.76035328953196,-0.3459083516068826,0.9088861759504572,1
324,0.7586185421844914,-0.3755480904390294,0.8821696649055897,1
325,0.7566725183935571,-0.40509537558033265,0.8552364196855197,1
326,0.7545155317374327,-0.4345426484223446,0.8280933469341802,1
327,0.752148286954364,-0.4638828813841827,0.8007469024920806,1
328,0.7495712026168552,-0.49310856316303714,0.7732040879137163,1
329,0.7467850813688511,-0.5222127362866611,0.7454714406684927,1
330,0.7437904440410076,-0.5511879905230435,0.7175560439085406,1
331,0.7405881894948988,-0.5800274545247736,0.6894645107248588,1
332,0.7371789411722953,-0.6087237915275708,0.6612040055484276,1
333,0.7335637016238041,-0.6372701824702163,0.6327812295555294,1
334,0.7297432005044928,-0.6656593480435614,0.604203438925748,1
335,0.7257185422628972,-0.6938845316655422,0.5754774234121476,1
336,0.7214905572530741,-0.7219385280400598,0.5466105256466858,1
337,0.7170604518307053,-0.7498146547594355,0.5176096196799937,1
338,0.7124291595463197,-0.777505785580576,0.48848211829952737,1
339,0.7075979857209711,-0.8050053189251283,0.45923495389613056,1
340,0.702567962961553,-0.8323062306995511,0.42987559447806617,1
341,0.6973404895371299,-0.859402030045636,0.4004110188455933,1
342,0.691916695668699,-0.8862858157441865,0.37084874117908956,1
343,0.68629807509852,-0.9129512061166496,0.3411957864436826,1
344,0.6804858548140698,-0.9393914013956037,0.3114597141654584,1
345,0.6744816265765247,-0.9656001167692452,0.2816475986014174,1
346,0.6682867149833753,-0.9915706589907853,0.25176704428495994,1
347,0.6619028043117134,-1.0172968506087028,0.22182516815061207,1
348,0.6553313144000235,-1.0427721160242973,0.19182961256549433,1
349,0.6485740232398699,-1.06799039573787,0.16178752423121842,1
350,0.6416324425778411,-1.0929452349239652,0.13170657118561005,1
351,0.6345084423549193,-1.1176307042329154,0.10159391727545936,1
352,0.6272036232894558,-1.1420404905610197,0.07145724104804844,1
353,0.6197199424606947,-1.1661688082452657,0.041303716987764166,1
354,0.6120590899076691,-1.190009490595116,0.01114103030844128,1
355,0.6042231092818037,-1.2135568891247908,-0.019023639437279246,1
356,0.596213780676756,-1.2368049770905414,-0.0491826015130654,1
357,0.5880332320014345,-1.2597482416302226,-0.07932867377945112,1
358,0.5796833303193628,-1.2823808038349311,-0.10945416476183284,1
359,0.571166286396245,-1.3046972993395476,-0.13955189964047499,1
360,0.5624840524888645,-1.3266920045298747,-0.1696141956639808,1
361,0.5536389206084361,-1.3483597084879595,-0.19963389139395052,1
362,0.5446329238856796,-1.3696948485797582,-0.2296033273293326,1
363,0.5354684334595663,-1.390692379806412,-0.2595153672936986,1
364,0.5261475613080736,-1.4113469123590177,-0.28936238144545523,1
365,0.516672754967318,-1.4316535721725805,-0.3191372653987655,1
366,0.5070462023868961,-1.451607141096744,-0.34883242582642116,1
367,0.4972704269799568,-1.4712029142663705,-0.3784407938331028,1
368,0.4873476946688615,-1.4904358486335965,-0.40795481286804985,1
369,0.4772805976186989,-1.5093014082363538,-0.4373674579300729,1
370,0.4670714754047821,-1.5277947313707867,-0.4666712195635133,1
371,0.456722992402083,-1.5459114651415673,-0.4958591196811545,1
372,0.4462375579040233,-1.5636469326333098,-0.5249237066226616,1
373,0.43561790193285294,-1.580996963831542,-0.5538580634454882,1
374,0.4248665019049865,-1.59795707498482,-0.5826548016693062,1
375,0.4139861530883013,-1.6145232896366375,-0.6113070703699095,1
376,0.40297939747963146,-1.630691321548113,-0.6398075532839647,1
377,0.39184909199263884,-1.6464573896251766,-0.6681494736250098,1
378,0.38059784005433256,-1.661817403406713,-0.6963255916379738,1
379,0.3692285604848672,-1.6767677797416336,-0.7243292074580759,1
380,0.35774391694187413,-1.6913046285051236,-0.7521531636887967,1
381,0.3461468831640779,-1.7054245650679685,-0.7797908468284078,1
382,0.334440181092449,-1.7191239068491468,-0.807235188942587,1
383,0.32262683858231755,-1.7323994739838173,-0.8344796686280693,1
384,0.3107096312224222,-1.7452477928985395,-0.8615173175398397,1
385,0.2986916386132645,-1.757665893557659,-0.8883417132309547,1
386,0.2865756860218634,-1.7696505151949977,-0.9149459928023458,1
387,0.27436490230762156,-1.7811989034625657,-0.941323843406118,1
388,0.26206216180962916,-1.792308014323738,-0.9674685097589735,1
389,0.24967063664443748,-1.8029753058218703,-0.9933737923934322,1
390,0.2371932473309344,-1.8131979521959871,-1.0190330545433899,1
391,0.22463320933796915,-1.822973627994028,-1.0444402130935042,1
392,0.21199348484934635,-1.8322997270757049,-1.0695887547249263,1
393,0.19927732906567194,-1.8411741443202863,-1.0944727217917856,1
394,0.18648774350925065,-1.8495944967070854,-1.1190857292127707,1
395,0.17362801914980844,-1.857558901181983,-1.1434219508036165,1
396,0.16070119498341207,-1.8650652020248064,-1.167475137787322,1
397,0.14771059340159412,-1.8721117394003766,-1.1912396029019061,1
398,0.13465928501348867,-1.8786965850504533,-1.214709241290747,1
399,0.12155062592163472,-1.8848183098169966,-1.2378785052695003,1
400,0.10838771524771831,-1.89047521323953,-1.2607414384803142,1
401,0.09517393258083502,-1.8956660897492508,-1.2832926444850592,1
402,0.0819124083891392,-1.9003894738129774,-1.305526317092767,1
403,0.06860654445131041,-1.9046443864703162,-1.3274372150382765,1
404,0.05525949342136419,-1.9084295929924007,-1.3490196905709135,1
405,0.04187467905822767,-1.91174434618411,-1.3702686605167325,1
406,0.028455273466443748,-1.9145876434123985,-1.3911786425580892,1
407,0.015004717963621973,-1.9169589698391334,-1.4117447186869854,1
408,0.0015262006146276508,-1.9188575556056953,-1.4319615765525757,1
409,-0.011976822510831467,-1.9202831194349828,-1.4518244677146281,1
410,-0.025501150002026247,-1.9212351262167813,-1.4713282566128605,1
411,-0.03904331569841602,-1.9217135265247698,-1.4904683666134473,1
412,-0.05260010643351641,-1.9217180214294107,-1.5092398418509645,1
413,-0.06616805043390873,-1.921248791251692,-1.5276382866534368,1
414,-0.07974392704597244,-1.920305772166305,-1.5456589288096918,1
415,-0.09332425829634201,-1.9188893798473907,-1.5632975560556677,1
416,-0.10690582233420763,-1.9169997813586095,-1.580549582890563,1
417,-0.12048514056412339,-1.9146376255224955,-1.5974109891354973,1
418,-0.13405898935393296,-1.9118033152298117,-1.6138773795021981,1
419,-0.14762389261263908,-1.908497731453335,-1.629944927062421,1
420,-0.16117662943044195,-1.904721511336887,-1.645609434446122,1
421,-0.17471373144890914,-1.9004757653224196,-1.6608672701461682,1
422,-0.18823198336620126,-1.895761364849156,-1.6757144405317392,1
423,-0.20172792450643878,-1.8905796518033184,-1.6901475126418697,1
424,-0.21519834970241294,-1.884931728402154,-1.704162695260784,1
425,-0.22863981151807267,-1.8788191651122006,-1.7177567621760315,1
426,-0.24204911724386802,-1.8722432949380217,-1.7309261316288638,1
427,-0.2554228347762705,-1.865205916323497,-1.7436677815833759,1
428,-0.268757786808652,-1.8577085923935097,-1.7559783408467688,1
429,-0.28205056214807583,-1.8497533456687474,-1.7678550017122285,1
430,-0.29529800184721183,-1.8413419681549474,-1.7792946063757962,1
431,-0.3084967166278202,-1.832476707737015,-1.7902945607864624,1
432,-0.321643570200399,-1.8231595811990067,-1.800851924635042,1
