ed1,ed2,ed3,target
-6.6266847,9.840242,12.859896,2
-6.5649953,9.907161,12.850209,2
-6.5028286,9.973257,12.839345,2
-6.440339,10.038392,12.827353,2
-6.3772025,10.10283,12.814109,2
-6.3134365,10.166556,12.799624,2
-6.24905,10.229558,12.783899,2
-6.1840644,10.291821,12.766938,2
-6.112991,10.364314,12.751605,2
-6.039636,10.439452,12.73593,2
-5.9657288,10.513803,12.719033,2
-5.894556,10.591161,12.703629,2
-5.8240886,10.66912,12.68802,2
-5.753121,10.746236,12.671198,2
-5.678956,10.829935,12.650858,2
-5.6036615,10.914578,12.628747,2
-5.527913,10.998337,12.605436,2
-5.4517345,11.081185,12.580929,2
-5.3751407,11.163105,12.555235,2
-5.2981553,11.244076,12.528356,2
-5.2207932,11.324076,12.500304,2
-5.1430764,11.403088,12.471084,2
-5.0650225,11.481091,12.440702,2
-4.986651,11.558067,12.409166,2
-4.9079785,11.633994,12.376483,2
-4.829029,11.708862,12.342666,2
-4.7498183,11.782644,12.307715,2
-4.6703687,11.855326,12.2716465,2
-4.590697,11.926885,12.234466,2
-4.510827,11.997308,12.196179,2
-4.429246,12.063128,12.157058,2
-4.3474174,12.127579,12.116864,2
-4.2673984,12.191315,12.077647,2
-4.1936364,12.246237,12.041933,2
-4.145256,12.267521,12.021714,2
-4.0982747,12.286215,11.998528,2
-4.051156,12.303722,11.974266,2
-4.00391,12.320042,11.948933,2
-3.9565508,12.335171,11.922539,2
-3.90909,12.349103,11.895089,2
-3.8615384,12.361836,11.866589,2
-3.8178065,12.380967,11.841922,2
-3.7756705,12.40141,11.81797,2
-3.7335408,12.42056,11.79297,2
-3.6913655,12.438474,11.766945,2
-3.6491566,12.455154,11.73989,2
-3.6069243,12.4705925,11.711821,2
-3.5648735,12.485067,11.682885,2
-3.5236497,12.499513,11.653559,2
-3.4824147,12.512679,11.623222,2
-3.441178,12.524566,11.591885,2
-3.3999522,12.535164,11.559556,2
-3.3587453,12.544482,11.5262375,2
-3.3224638,12.5594845,11.496719,2
-3.286621,12.573766,11.466625,2
-3.2508109,12.586729,11.435552,2
-3.2150395,12.5983715,11.403506,2
-3.1766129,12.608751,11.371393,2
-3.1273396,12.618073,11.341937,2
-3.0783336,12.626062,11.311469,2
-3.029606,12.632714,11.279994,2
-2.9811726,12.638024,11.2475195,2
-2.9333076,12.642061,11.214174,2
-2.887938,12.646006,11.180817,2
-2.8429372,12.648611,11.146506,2
-2.7983177,12.649884,11.111245,2
-2.752728,12.652071,11.074382,2
-2.7058194,12.655805,11.035784,2
-2.6583388,12.6598215,10.99674,2
-2.610338,12.662482,10.956052,2
-2.5619423,12.663634,10.913928,2
-2.5137396,12.663401,10.870753,2
-2.4660795,12.66185,10.82676,2
-2.4189794,12.658986,10.781958,2
-2.3710856,12.652398,10.735334,2
-2.3179846,12.635297,10.6828,2
-2.2654014,12.616804,10.6294,2
-2.2134688,12.597091,10.5752735,2
-2.160718,12.577404,10.522014,2
-2.1081557,12.556916,10.468579,2
-2.0562701,12.535228,10.414463,2
-2.0050786,12.512345,10.359682,2
-1.9545903,12.488272,10.304252,2
-1.9048194,12.463019,10.24818,2
-1.8557758,12.436586,10.191486,2
-1.8074746,12.408989,10.134183,2
-1.7599264,12.380223,10.0762825,2
-1.713144,12.3503065,10.017803,2
-1.6680709,12.317567,9.960395,2
-1.6263897,12.279037,9.907011,2
-1.5854486,12.239481,9.852983,2
-1.5452574,12.198905,9.798327,2
-1.506788,12.156444,9.743402,2
-1.4699152,12.112231,9.688166,2
-1.4337915,12.0670595,9.632335,2
-1.4003392,12.022396,9.578053,2
-1.3690236,11.977837,9.524732,2
-1.3384539,11.932331,9.47082,2
-1.3086374,11.885886,9.416334,2
-1.2792141,11.838407,9.361063,2
-1.2497207,11.789756,9.304741,2
-1.2209253,11.740178,9.247838,2
-1.1928356,11.689691,9.190367,2
-1.1654593,11.638299,9.132343,2
-1.1379288,11.583972,9.071789,2
-1.104217,11.513634,8.997558,2
-1.0679682,11.435386,8.916179,2
-1.0322905,11.354923,8.833992,2
-0.99738526,11.273723,8.751378,2
-0.96326,11.191807,8.668356,2
-0.9299256,11.109192,8.584951,2
-0.8973871,11.025902,8.501178,2
-0.866613,10.942265,8.419199,2
-0.83840925,10.858337,8.33986,2
-0.8116446,10.773855,8.260999,2
-0.7856618,10.688771,8.181781,2
-0.7604671,10.603106,8.102227,2
-0.73672014,10.516637,8.022466,2
-0.7151924,10.429198,7.9427757,2
-0.69449836,10.341382,7.863004,2
-0.6745035,10.253094,7.7829323,2
-0.6552113,10.164355,7.7025814,2
-0.63681394,10.0745535,7.6210833,2
-0.6200803,9.981074,7.534815,2
-0.60405797,9.887234,7.4483533,2
-0.58886147,9.793132,7.361827,2
-0.5752385,9.699342,7.2760005,2
-0.5623169,9.60524,7.1900206,2
-0.5500991,9.510853,7.1039104,2
-0.5385883,9.416199,7.017689,2
-0.5277871,9.321304,6.9313807,2
-0.51769817,9.226193,6.845003,2
-0.50832474,9.130886,6.7585807,2
-0.49966896,9.035411,6.672134,2
-0.49173167,8.939789,6.5856833,2
-0.48451674,8.84404,6.4992504,2
-0.47802448,8.748195,6.4128566,2
-0.47225738,8.65227,6.326523,2
-0.46725723,8.556362,6.2403126,2
-0.46385163,8.46163,6.1550055,2
-0.46262878,8.367756,6.0706854,2
-0.4651101,8.274613,5.9884796,2
-0.46965757,8.1818905,5.906398,2
-0.47611618,8.091504,5.8236065,2
-0.48397225,8.002404,5.7414703,2
-0.49234512,7.913295,5.659438,2
-0.50152206,7.824844,5.578086,2
-0.51166445,7.737444,5.4977508,2
-0.5224399,7.6501966,5.417836,2
-0.5337306,7.563006,5.3381243,2
-0.5455132,7.4758716,5.2585917,2
-0.5583414,7.3886075,5.179353,2
-0.5731978,7.3008633,5.100595,2
-0.5886134,7.213213,5.0220885,2
-0.604583,7.125676,4.943852,2
-0.6211037,7.038275,4.865905,2
-0.6381708,6.9510336,4.7882676,2
-0.65578055,6.8639708,4.710959,2
-0.6739278,6.777108,4.633997,2
-0.6926081,6.6904674,4.557402,2
-0.7118179,6.604071,4.481192,2
-0.73186374,6.519388,4.4059386,2
-0.7533541,6.4392853,4.3327446,2
-0.76856554,6.3600855,4.263122,2
-0.77790105,6.2832813,4.197567,2
-0.78744256,6.206853,4.133745,2
-0.79720724,6.130784,4.0714126,2
-0.8072664,6.0549583,4.009597,2
-0.81761855,5.979396,3.948312,2
-0.82719725,5.902872,3.8886,2
-0.8370028,5.826515,3.8304055,2
-0.8471325,5.7531204,3.7766092,2
-0.8575534,5.6803617,3.723785,2
-0.8698348,5.616162,3.6739118,2
-0.88245755,5.5526276,3.6246674,2
-0.8953422,5.489378,3.5759473,2
-0.9084856,5.426428,3.527764,2
-0.921884,5.363795,3.4801297,2
-0.9355351,5.301494,3.4330547,2
-0.9494343,5.239538,3.3865507,2
-0.9635787,5.1779456,3.3406315,2
-0.9765664,5.115557,3.2966866,2
-0.9914569,5.052463,3.253149,2
-1.0095817,4.9886336,3.2093859,2
-1.0279151,4.925231,3.1662579,2
-1.0464541,4.8622737,3.1237745,2
-1.0651928,4.799776,3.0819485,2
-1.0841261,4.7377534,3.0407884,2
-1.1032099,4.675268,3.0003388,2
-1.1224488,4.6125913,2.9606006,2
-1.141868,4.5504017,2.9215603,2
-1.1634476,4.485576,2.8858705,2
-1.1907179,4.4178877,2.853796,2
-1.2146499,4.3427405,2.8187938,2
-1.2393093,4.268595,2.785047,2
-1.2643826,4.195116,2.7522879,2
-1.2909315,4.1224966,2.7216995,2
-1.3182343,4.045278,2.6908433,2
-1.3538355,3.9681666,2.6560483,2
-1.4052391,3.8913639,2.6132812,2
-1.4566573,3.8150475,2.5714371,2
-1.5080789,3.7392342,2.5305243,2
-1.5597956,3.6641526,2.4923973,2
-1.6119972,3.589856,2.456253,2
-1.667464,3.5165975,2.4246113,2
-1.7268668,3.4447367,2.3964047,2
-1.7863272,3.3734941,2.3692584,2
-1.8468914,3.3044026,2.3448663,2
-1.9076655,3.2370028,2.3222194,2
-1.9685442,3.1708534,2.301018,2
-2.0294485,3.1053832,2.28092,2
-2.0945194,3.044757,2.2646825,2
-2.1623962,2.9884026,2.2521071,2
-2.2294564,2.9403257,2.24809,2
-2.2965338,2.8930354,2.245201,2
-2.3600965,2.8448405,2.2428322,2
-2.4219155,2.7965229,2.2411966,2
-2.4813192,2.7476337,2.2400289,2
-2.540689,2.6995835,2.2399926,2
-2.6000118,2.6523843,2.2410889,2
-2.6592715,2.606048,2.2433171,2
-2.7184548,2.560586,2.2466767,2
-2.7775464,2.5160105,2.2511668,2
-2.8365316,2.4723303,2.2567866,2
-2.8953967,2.429558,2.2635343,2
-2.9541256,2.3877032,2.271408,2
-3.012706,2.3467777,2.2804065,2
-3.0718148,2.3107588,2.2905862,2
-3.1345668,2.2865024,2.3083918,2
-3.2044349,2.2822416,2.3352056,2
-3.274058,2.2787645,2.3631134,2
-3.3486161,2.2797964,2.3905165,2
-3.4262416,2.2840648,2.4206393,2
-3.5051448,2.2924514,2.4539146,2
-3.5877702,2.3096519,2.4934099,2
-3.6721644,2.3317645,2.5366883,2
-3.7561674,2.354614,2.581066,2
-3.840846,2.377854,2.6275868,2
-3.927257,2.3951428,2.6763473,2
-4.0146804,2.406677,2.7266543,2
-4.101655,2.4189286,2.7780414,2
-4.188921,2.4325862,2.8305507,2
-4.285049,2.4468277,2.878466,2
-4.38053,2.4617734,2.9270306,2
-4.473931,2.4774208,2.9755757,2
-4.566664,2.4937935,3.0252142,2
-4.658707,2.5108893,3.075934,2
-4.751862,2.5268989,3.128988,2
-4.8707747,2.5174186,3.2014883,2
-4.988899,2.5086782,3.2750103,2
-5.106728,2.5013404,3.3498025,2
-5.2253647,2.4957275,3.4278867,2
-5.3441935,2.4909256,3.5091782,2
-5.462116,2.4868503,3.5914392,2
-5.579099,2.4835005,3.6746483,2
-5.6951184,2.480878,3.7587872,2
-5.810141,2.4789834,3.843834,2
-5.924144,2.477817,3.9297671,2
-6.0349226,2.4797032,4.0168552,2
-6.142939,2.4841113,4.1050053,2
-6.249929,2.4893248,4.1940494,2
-6.3559475,2.4966588,4.284672,2
-6.4608808,2.504701,4.3760934,2
-6.56483,2.516308,4.4695153,2
-6.667658,2.5290213,4.563866,2
-6.7693276,2.5424843,4.658968,2
-6.8698087,2.5566964,4.7547984,2
-6.9690795,2.5716524,4.851335,2
-7.066468,2.5883045,4.9481997,2
-7.159159,2.6109765,5.0437946,2
-7.2523346,2.6350737,5.1401777,2
-7.3447084,2.6669898,5.239303,2
-7.435758,2.700148,5.3391824,2
-7.525414,2.7341344,5.4396453,2
-7.614011,2.7706997,5.5414467,2
-7.702958,2.809426,5.6449504,2
-7.7905407,2.8488646,5.7489643,2
-7.876737,2.8890064,5.8534675,2
-7.956614,2.921892,5.9486456,2
-8.031941,2.9504137,6.038047,2
-8.105799,2.979571,6.12781,2
-8.177306,3.0071778,6.217807,2
-8.246995,3.0346203,6.308083,2
-8.315159,3.0626671,6.3986545,2
-8.381777,3.091314,6.4894986,2
-8.44683,3.1205518,6.580591,2
-8.510308,3.150374,6.6719112,2
-8.572191,3.1807725,6.763436,2
-8.632473,3.2092385,6.848605,2
-8.691132,3.2382424,6.9338717,2
-8.748155,3.2677898,7.0192494,2
-8.803525,3.2978747,7.1047173,2
-8.857228,3.3284888,7.1902537,2
-8.909252,3.3596263,7.275838,2
-8.959585,3.3912761,7.3614497,2
-9.008213,3.4234335,7.4470677,2
-9.052541,3.456634,7.533617,2
-9.093835,3.4919612,7.6198854,2
-9.133395,3.527728,7.706117,2
-9.167558,3.5617123,7.788922,2
-9.199887,3.6013522,7.8721943,2
-9.2308655,3.6455157,7.956193,2
-9.2600975,3.6901867,8.040103,2
-9.287581,3.7353516,8.1239,2
-9.313305,3.7810018,8.207568,2
-9.337263,3.8271246,8.291083,2
-9.359451,3.8737094,8.374426,2
-9.379863,3.920745,8.457575,2
-9.398493,3.9682186,8.540512,2
-9.415339,4.016119,8.623215,2
-9.430394,4.0644345,8.705662,2
-9.443657,4.113154,8.787834,2
-9.456373,4.161701,8.87338,2
-9.467976,4.212568,8.96309,2
-9.477791,4.2638116,9.05252,2
-9.485793,4.3156404,9.141704,2
-9.49085,4.367473,9.22908,2
-9.488656,4.4162765,9.308476,2
-9.482711,4.4670362,9.389384,2
-9.474869,4.5181675,9.470019,2
-9.465261,4.5695505,9.5502405,2
-9.453887,4.621171,9.630027,2
-9.440055,4.674484,9.709671,2
-9.423341,4.729363,9.789046,2
-9.404819,4.7845335,9.867944,2
-9.386541,4.8388944,9.949746,2
-9.36663,4.893752,10.031562,2
-9.34485,4.9495745,10.113274,2
-9.3213005,5.005655,10.1944895,2
-9.295983,5.0619793,10.275189,2
-9.268907,5.118535,10.35535,2
-9.240081,5.1753044,10.434961,2
-9.209509,5.2322783,10.513993,2
-9.177199,5.2894382,10.592431,2
-9.143163,5.346775,10.670258,2
-9.107402,5.4042683,10.747448,2
-9.06993,5.4619083,10.823984,2
-9.030758,5.51968,10.899853,2
-8.989889,5.577567,10.975027,2
-8.947327,5.6357064,11.049535,2
-8.903052,5.694421,11.123433,2
-8.85711,5.7532563,11.1966,2
-8.809515,5.812202,11.269014,2
-8.760278,5.87124,11.340659,2
-8.709408,5.9303584,11.411518,2
-8.656922,5.9895406,11.481572,2
-8.599827,6.0509796,11.547494,2
-8.539637,6.1135616,11.610914,2
-8.477869,6.176161,11.673482,2
-8.414545,6.2387624,11.735186,2
-8.350784,6.302255,11.796541,2
-8.286911,6.366357,11.857221,2
-8.249677,6.4267597,11.906841,2
-8.225212,6.495843,11.955541,2
-8.209424,6.565861,12.002681,2
-8.192527,6.6358624,12.048784,2
-8.17519,6.7066665,12.094178,2
-8.157357,6.778188,12.138827,2
-8.138444,6.8496633,12.182406,2
-8.118459,6.9210744,12.224916,2
-8.097402,6.9924016,12.266345,2
-8.075277,7.0636315,12.306679,2
-8.052095,7.1347423,12.345912,2
-8.033083,7.2073617,12.381994,2
-8.015021,7.280046,12.416362,2
-7.996152,7.352402,12.449604,2
-7.9762955,7.424599,12.48168,2
-7.9571977,7.497312,12.512737,2
-7.9373226,7.5699096,12.542629,2
-7.916506,7.6423087,12.571331,2
-7.89475,7.7144914,12.5988455,2
-7.872064,7.7864413,12.625159,2
-7.8484507,7.8581367,12.650267,2
-7.823919,7.929565,12.674162,2
-7.798472,8.000704,12.696839,2
-7.772118,8.071538,12.718292,2
-7.7448626,8.14205,12.738514,2
-7.7167115,8.212222,12.757505,2
-7.685872,8.283956,12.775484,2
-7.6533046,8.356219,12.792335,2
-7.619831,8.428123,12.807939,2
-7.5854664,8.499646,12.822293,2
-7.550217,8.570775,12.8354,2
-7.5124288,8.639465,12.847393,2
-7.472536,8.706218,12.858234,2
-7.431774,8.772509,12.86782,2
-7.3901544,8.838323,12.876142,2
-7.3474736,8.903984,12.883183,2
-7.2986345,8.982846,12.890256,2
-7.248561,9.060006,12.894972,2
-7.1965117,9.134888,12.89681,2
-7.1436424,9.209284,12.897393,2
-7.0899625,9.283176,12.896724,2
-7.035488,9.356548,12.894803,2
-6.979805,9.428819,12.892351,2
-6.9224544,9.499367,12.890174,2
-6.8643527,9.569344,12.886743,2
-6.805516,9.638726,12.8820505,2
-6.745955,9.707504,12.876106,2
-6.6856856,9.775655,12.868912,2
-6.6247225,9.8431635,12.860465,2
-6.5630803,9.91002,12.850768,2
-6.5009885,9.976023,12.839901,2
-6.438544,10.041094,12.827895,2
-6.3754473,10.105473,12.814641,2
-6.31172,10.16914,12.800144,2
-6.2473745,10.232082,12.7844095,2
-6.1824274,10.294286,12.767436,2
-6.111176,10.367153,12.752204,2
-6.0378675,10.442223,12.736517,2
-5.964003,10.516512,12.71961,2
-5.8929935,10.593952,12.70429,2
-5.82256,10.671846,12.688668,2
-5.7516265,10.7489,12.671835,2
-5.677427,10.832732,12.651419,2
-5.6021657,10.917315,12.629294,2
-5.526454,11.001007,12.605971,2
-5.450309,11.083793,12.581451,2
-5.373751,11.165653,12.555746,2
-5.296797,11.246566,12.528858,2
-5.219469,11.326509,12.500795,2
-5.141782,11.405465,12.471563,2
-5.063756,11.483417,12.441174,2
-4.985414,11.560338,12.409627,2
-4.9067717,11.636215,12.376937,2
-4.8278494,11.711031,12.343107,2
-4.7486677,11.784763,12.308147,2
-4.6692443,11.857393,12.272068,2
-4.5896006,11.928907,12.234877,2
-4.5097537,11.999283,12.196585,2
-4.4281693,12.064992,12.157455,2
-4.346364,12.129399,12.117254,2
-4.2664213,12.193108,12.078083,2
-4.193087,12.247458,12.042625,2
-4.1447477,12.268683,12.022356,2
-4.0977774,12.287351,11.999155,2
-4.050669,12.304833,11.974876,2
-4.0034375,12.321129,11.949533,2
-3.95609,12.336234,11.923124,2
-3.9086392,12.350142,11.895659,2
-3.861097,12.362849,11.867147,2
-3.8174348,12.3820715,11.842544,2
-3.7753055,12.4024935,11.818578,2
-3.733185,12.421619,11.793567,2
-3.6910193,12.43951,11.767524,2
-3.648819,12.456166,11.740459,2
-3.606594,12.471579,11.712376,2
-3.5645714,12.486066,11.683442,2
-3.523354,12.500487,11.654101,2
-3.4821265,12.51363,11.623755,2
-3.4408965,12.525494,11.592403,2
-3.3996773,12.536074,11.560065,2
-3.3584783,12.545369,11.526736,2
-3.3222413,12.560408,11.497246,2
-3.286405,12.574671,11.46714,2
-3.2505987,12.587613,11.436051,2
-3.2148328,12.599232,11.4039955,2
-3.1762145,12.609602,11.371938,2
-3.126949,12.618902,11.34247,2
-3.077951,12.626873,11.311988,2
-3.0292337,12.633506,11.280503,2
-2.9808087,12.638796,11.248015,2
-2.932935,12.642814,11.214651,2
-2.8875742,12.646741,11.181282,2
-2.8425825,12.64933,11.146959,2
-2.79797,12.650587,11.111692,2
-2.7523837,12.652764,11.074816,2
-2.7054825,12.656487,11.036207,2
-2.658008,12.660483,10.997152,2
-2.6100142,12.663129,10.956455,2
-2.5615919,12.664264,10.9143,2
-2.5133963,12.664014,10.871115,2
-2.4657454,12.662449,10.827114,2
-2.418653,12.659574,10.782305,2
-2.3707378,12.652913,10.735652,2
-2.3176415,12.635801,10.683107,2
-2.265067,12.617296,10.6297,2
-2.2131407,12.597574,10.575567,2
-2.160403,12.57787,10.522299,2
-2.1078472,12.557371,10.468854,2
-2.0559697,12.535673,10.414735,2
-2.0047836,12.512781,10.359946,2
-1.954303,12.488698,10.304509,2
-1.9045377,12.463434,10.248433,2
-1.8555014,12.436996,10.191734,2
-1.8072073,12.409384,10.134424,2
-1.7596657,12.380614,10.076518,2
-1.7128887,12.350685,10.018032,2
-1.6678369,12.31791,9.960648,2
-1.6261615,12.279375,9.907256,2
-1.5852258,12.239807,9.853226,2
-1.5450398,12.1992235,9.798563,2
-1.5065831,12.156749,9.743634,2
-1.469715,12.112528,9.6883955,2
-1.4335958,12.067351,9.632558,2
-1.4001539,12.022685,9.578277,2
-1.368842,11.97812,9.524951,2
-1.3382766,11.932606,9.471034,2
-1.3084644,11.886156,9.416543,2
-1.279062,11.838675,9.361279,2
-1.249572,11.790017,9.304951,2
-1.2207794,11.740437,9.248041,2
-1.1926937,11.689939,9.190566,2
-1.16532,11.638544,9.132539,2
-1.137793,11.584211,9.0719795,2
-1.1040837,11.513868,8.997745,2
-1.0678427,11.435618,8.91637,2
-1.0321678,11.35515,8.834179,2
-0.9972655,11.273944,8.751557,2
-0.9631431,11.192022,8.668533,2
-0.9298107,11.109402,8.585122,2
-0.8972758,11.026106,8.501345,2
-0.86650413,10.942468,8.419365,2
-0.83830386,10.858537,8.340023,2
-0.8115416,10.774049,8.261159,2
-0.7855609,10.688961,8.181936,2
-0.7603691,10.60329,8.102377,2
-0.7366367,10.516811,8.022616,2
-0.71511143,10.42937,7.942927,2
-0.69441944,10.341549,7.8631516,2
-0.6744266,10.253259,7.783077,2
-0.6551361,10.164516,7.70272,2
-0.6367396,10.074716,7.621227,2
-0.62000734,9.981234,7.5349545,2
-0.60398716,9.887388,7.44849,2
-0.58879226,9.793283,7.361961,2
-0.5751714,9.69949,7.2761307,2
-0.5622511,9.605386,7.190148,2
-0.55003357,9.510994,7.1040354,2
-0.53852487,9.416336,7.017813,2
-0.5277252,9.32144,6.9315004,2
-0.5176381,9.226323,6.8451195,2
-0.508266,9.131017,6.7586956,2
-0.49961162,9.035536,6.672245,2
-0.49167553,8.939909,6.5857916,2
-0.48446202,8.84416,6.4993563,2
-0.47797096,8.748311,6.4129605,2
-0.4722047,8.652383,6.326624,2
-0.46720672,8.556475,6.2404118,2
-0.46380296,8.461741,6.155103,2
-0.46258077,8.367863,6.0707803,2
-0.4650662,8.274718,5.988573,2
-0.46961516,8.181994,5.906492,2
-0.4760742,8.091603,5.823698,2
-0.4839311,8.0025015,5.74156,2
-0.49230474,7.913389,5.6595254,2
-0.5014825,7.824936,5.578171,2
-0.51162606,7.7375336,5.4978347,2
-0.52240145,7.6502843,5.417916,2
-0.5336932,7.563092,5.338203,2
-0.5454767,7.475956,5.258669,2
-0.55830073,7.3886905,5.1794267,2
-0.5731585,7.300944,5.100667,2
-0.5885743,7.2132916,5.022158,2
-0.60454535,7.125754,4.94392,2
-0.6210666,7.038352,4.8659725,2
-0.6381349,6.9511065,4.788333,2
-0.6557449,6.8640428,4.7110224,2
-0.6738929,6.7771792,4.6340604,2
-0.69257396,6.690538,4.5574636,2
-0.711785,6.604139,4.4812512,2
-0.7318314,6.5194526,4.405996,2
-0.75332177,6.4393473,4.3328013,2
-0.7685497,6.360144,4.2631707,2
-0.77788603,6.283338,4.1976137,2
-0.7874279,6.206908,4.1337876,2
-0.7971924,6.1308384,4.071455,2
-0.8072523,6.055012,4.0096383,2
-0.8176049,5.9794483,3.9483526,2
-0.82718426,5.902924,3.8886387,2
-0.8369898,5.8265653,3.830443,2
-0.8471198,5.7531676,3.7766426,2
-0.85754114,5.6804085,3.7238173,2
-0.86982214,5.616202,3.6739414,2
-0.88244516,5.552666,3.6246965,2
-0.89532995,5.4894147,3.5759761,2
-0.9084733,5.426465,3.527792,2
-0.92187244,5.3638306,3.4801567,2
-0.9355233,5.301529,3.4330812,2
-0.9494234,5.2395725,3.3865774,2
-0.96356833,5.17798,3.340657,2
-0.9765567,5.1155906,3.2967107,2
-0.9914444,5.0524974,3.2531736,2
-1.0095699,4.988667,3.2094095,2
-1.0279034,4.9252644,3.1662807,2
-1.0464424,4.862306,3.123798,2
-1.065181,4.799807,3.0819707,2
-1.0841155,4.737785,3.04081,2
-1.1031996,4.675299,3.0003595,2
-1.1224387,4.6126213,2.9606214,2
-1.1418576,4.5504313,2.92158,2
-1.1634349,4.4856067,2.8858874,2
-1.1907067,4.4179206,2.8538148,2
-1.2146395,4.3427734,2.8188121,2
-1.2392988,4.2686276,2.7850652,2
-1.2643719,4.1951466,2.752305,2
-1.29092,4.1225266,2.721716,2
-1.3182238,4.04531,2.6908605,2
-1.3538146,3.9681985,2.656071,2
-1.4052186,3.8913946,2.613304,2
-1.4566377,3.8150766,2.5714586,2
-1.5080594,3.7392633,2.5305455,2
-1.5597758,3.664181,2.4924169,2
-1.6119776,3.5898838,2.4562724,2
-1.6674439,3.5166245,2.424629,2
-1.7268476,3.4447632,2.3964226,2
-1.7863091,3.37352,2.3692756,2
-1.846873,3.3044279,2.3448832,2
-1.9076475,3.2370265,2.3222353,2
-1.9685267,3.1708765,2.3010333,2
-2.0294316,3.1054053,2.280935,2
-2.0945015,3.0447774,2.2646961,2
-2.162379,2.988421,2.2521179,2
-2.229439,2.9403439,2.248101,2
-2.2965167,2.893053,2.2452116,2
-2.3600817,2.8448572,2.2428432,2
-2.4219022,2.7965407,2.2412076,2
-2.481305,2.7476509,2.240039,2
-2.540676,2.6996002,2.2400026,2
-2.5999987,2.6524005,2.2410989,2
-2.659259,2.6060643,2.2433267,2
-2.7184427,2.5606024,2.2466865,2
-2.777534,2.5160258,2.251176,2
-2.83652,2.4723454,2.2567954,2
-2.8953848,2.4295726,2.2635431,2
-2.9541142,2.3877177,2.2714167,2
-3.0126946,2.3467917,2.2804148,2
-3.0718043,2.310772,2.2905946,2
-3.134555,2.2865098,2.3083982,2
-3.2044237,2.2822485,2.335212,2
-3.274046,2.2787712,2.3631191,2
-3.3486035,2.2798018,2.3905225,2
-3.4262283,2.2840705,2.4206452,2
-3.505132,2.2924564,2.45392,2
-3.5877569,2.3096552,2.493414,2
-3.672151,2.3317683,2.5366929,2
-3.7561555,2.3546176,2.58107,2
-3.8408344,2.3778567,2.6275914,2
-3.9272454,2.3951473,2.6763508,2
-4.014669,2.406682,2.7266583,2
-4.101644,2.418933,2.778045,2
-4.18891,2.4325907,2.8305542,2
-4.285038,2.4468324,2.8784704,2
-4.3805175,2.4617772,2.9270356,2
-4.4739194,2.477425,2.9755805,2
-4.5666537,2.4937983,3.0252187,2
-4.6586967,2.5108929,3.0759382,2
-4.7518477,2.526905,3.1289904,2
-4.870763,2.517424,3.2014916,2
-4.9888864,2.5086842,3.275013,2
-5.1067157,2.5013452,3.3498046,2
-5.225352,2.4957323,3.427889,2
-5.344182,2.4909306,3.50918,2
-5.4621024,2.486854,3.5914414,2
-5.579089,2.4835043,3.6746511,2
-5.695108,2.4808824,3.758789,2
-5.8101325,2.478988,3.8438363,2
-5.924133,2.4778209,3.9297698,2
-6.0349135,2.4797068,4.016857,2
-6.14293,2.484115,4.1050067,2
-6.2499194,2.489328,4.1940513,2
-6.355939,2.4966624,4.284673,2
-6.4608717,2.5047045,4.3760953,2
-6.5648212,2.516312,4.469519,2
-6.6676517,2.5290246,4.5638676,2
-6.7693195,2.5424883,4.658971,2
-6.8698015,2.5567002,4.754801,2
-6.969073,2.571656,4.851337,2
-7.0664597,2.5883086,4.9482007,2
-7.1591516,2.610979,5.0437975,2
-7.252327,2.6350768,5.1401796,2
-7.3447022,2.666993,5.2393055,2
-7.4357533,2.7001514,5.339185,2
-7.5254073,2.7341375,5.4396453,2
-7.614004,2.7707021,5.541446,2
-7.702951,2.8094282,5.6449513,2
-7.7905345,2.8488677,5.748967,2
-7.876731,2.8890085,5.8534694,2
-7.956607,2.9218946,5.948647,2
-8.031936,2.950416,6.038048,2
-8.105792,2.9795732,6.12781,2
-8.1773,3.007181,6.2178087,2
-8.24699,3.0346222,6.3080864,2
-8.315154,3.0626693,6.398657,2
-8.381772,3.0913162,6.4894996,2
-8.446826,3.1205535,6.5805926,2
-8.510303,3.1503763,6.6719112,2
-8.572185,3.1807747,6.7634373,2
-8.632469,3.2092402,6.848606,2
-8.691128,3.2382433,6.9338727,2
-8.748151,3.2677917,7.0192513,2
-8.80352,3.2978768,7.104718,2
-8.8572235,3.3284907,7.190255,2
-8.909248,3.359627,7.27584,2
-8.959582,3.391278,7.3614507,2
-9.008211,3.4234343,7.447068,2
-9.052537,3.456635,7.5336175,2
-9.093831,3.4919624,7.6198874,2
-9.133391,3.5277295,7.706117,2
-9.167556,3.5617135,7.7889233,2
-9.199884,3.6013536,7.8721943,2
-9.230862,3.6455173,7.9561944,2
-9.260095,3.6901875,8.040103,2
-9.287576,3.7353532,8.123902,2
-9.3133,3.7810035,8.20757,2
-9.337259,3.827127,8.291084,2
-9.359449,3.8737109,8.374426,2
-9.37986,3.9207466,8.457577,2
-9.39849,3.9682202,8.540513,2
-9.415338,4.016121,8.623214,2
-9.430392,4.064436,8.705662,2
-9.443652,4.113155,8.787835,2
-9.45637,4.161703,8.873382,2
-9.467974,4.2125688,8.963091,2
-9.477788,4.2638125,9.052521,2
-9.48579,4.315642,9.1417055,2
-9.490849,4.3674736,9.22908,2
-9.488652,4.416277,9.30848,2
-9.482709,4.4670377,9.389383,2
-9.474867,4.5181684,9.470019,2
-9.46526,4.569552,9.5502405,2
-9.453883,4.6211715,9.630029,2
