,pc1,pc2,pc3,fault
73,478.1882739539333,-379.57404912670677,326.1927921246983,1
74,473.6971689652178,-373.1473484928978,318.99472296634866,1
75,468.9280067592569,-366.6192813698488,313.2527077446789,1
76,464.4071722337942,-360.53305981533055,309.6310478973281,1
77,460.7419324955591,-355.3615459157567,307.37414864222455,1
78,458.1063203456799,-351.15904189405575,305.45873057743967,1
79,456.0734932928913,-347.5157681194062,303.6428656896313,1
80,453.87150345106716,-343.7594915864026,302.17383633962737,1
81,450.90011004083516,-339.3336658968001,300.9080753205329,1
82,447.012440531023,-334.0108391080345,298.90401612427104,1
83,442.44676155313925,-327.9067879138083,295.1723527175816,1
84,437.4793581488133,-321.2598384993753,289.5967783550389,1
85,432.2446384380687,-314.29312088616405,283.1797455143753,1
86,426.8133547401511,-307.2038223909586,277.2363572628463,1
87,421.4026991284774,-300.2614333085453,272.4874606597593,1
88,416.3370750907291,-293.73802524208327,268.72040849705894,1
89,411.8171939532687,-287.7538690489243,265.32643575437635,1
90,407.6987967110285,-282.1408388422831,261.9279848387407,1
91,403.57521372042163,-276.5369034834616,258.57551200029474,1
92,399.03452920324463,-270.57369120164947,255.30366004163585,1
93,393.90923470632197,-264.06735001577465,251.78724979617567,1
94,388.28121720776903,-257.03455868193714,247.45514596706258,1
95,382.34085831772967,-249.62256369242857,242.05814828486805,1
96,376.21820802954437,-241.98524617296337,235.95245451947025,1
97,369.9806439234878,-234.25944977711956,229.88627876490528,1
98,363.70932668650244,-226.57460930698844,224.41122725683775,1
99,357.55785765763676,-219.0753838634193,219.58161603684903,1
100,351.65444926629306,-211.84462048314683,215.06704867589556,1
101,345.98235499863296,-204.83728662087358,210.56805153784288,1
102,340.34244014246934,-197.86577976838083,206.00548313190868,1
103,334.48717989859904,-190.71185184330116,201.42975777479526,1
104,328.2679951178819,-183.23239130722075,196.74995628039963,1
105,321.70422643058924,-175.41963395742357,191.71282422463028,1
106,314.90555254361414,-167.35113893350044,186.10161183079828,1
107,307.9787670006649,-159.13282069352533,180.0060940616004,1
108,300.975752180689,-150.84838028553182,173.7874081196479,1
109,293.93623258435105,-142.57298250786712,167.8309888622434,1
110,286.9204807209995,-134.37407399309126,162.26209720471616,1
111,280.00254718361504,-126.3053551030981,156.94670904018355,1
112,273.19692834061505,-118.35803809450782,151.66503421666243,1
113,266.42673481435935,-110.45272558473546,146.3158708367507,1
114,259.5534227191266,-102.46495302593881,140.90348598706368,1
115,252.47247732492184,-94.30068916480543,135.4290275706214,1
116,245.16474122949134,-85.93252168470046,129.78956299709046,1
117,237.68893707125318,-77.4015522115793,123.86372170745598,1
118,230.11501917048415,-68.7699511548743,117.63825980403851,1
119,222.48941180738112,-60.09670397292438,111.27893744796188,1
120,214.83330909801953,-51.423895558257385,105.00996613515082,1
121,207.17565764862198,-42.79144802403257,98.96484205342459,1
122,199.55225117211378,-34.22781993381564,93.10238560077714,1
123,191.98465344434436,-25.74003199746577,87.29654928669132,1
124,184.4445278295448,-17.29250590404416,81.44604653101705,1
125,176.8640289816575,-8.822698813227484,75.53614981802443,1
126,169.1719370366799,-0.2672776357389252,69.57454749480036,1
127,161.3421638755363,8.399480583778805,63.537539928961436,1
128,153.39667024528003,17.16395248937114,57.36113504011401,1
129,145.3828292801078,25.98541721629079,51.02229291464606,1
130,137.33647896501466,34.82522339309202,44.58073026899787,1
131,129.27794054950502,43.652002519985814,38.16292809887642,1
132,121.21966105808058,52.444611931084594,31.864639538732,1
133,113.18033085186349,61.18474474011006,25.69774766633347,1
134,105.17247342316546,69.86772661409428,19.59441380922718,1
135,97.1896902305452,78.50621213534514,13.484584663145817,1
136,89.19817123445843,87.13381301274325,7.336026778847551,1
137,81.1579016187552,95.78582221220852,1.155421579100557,1
138,73.04479823745068,104.48413526743887,-5.060390206146442,1
139,64.86680387711375,113.22353867160105,-11.332659315240798,1
140,56.65047229551869,121.98208699172123,-17.683437111779515,1
141,48.42428034780445,130.73167733920369,-24.090973229389594,1
142,40.2036442704581,139.4521432797334,-30.4951830360069,1
143,31.9972231788097,148.1287238653782,-36.82898802497378,1
144,23.81173175069405,156.75294724038423,-43.07010822489089,1
145,15.655430396328471,165.31965303409444,-49.24281454959943,1
146,7.527466717008441,173.83426761552704,-55.39459186262636,1
147,-0.5848505931589927,182.3109080265104,-61.55298984247324,1
148,-8.703442830960604,190.769752494609,-67.7229256128008,1
149,-16.843321993633104,199.2236330947407,-73.89834967160435,1
150,-25.00501258856536,207.67359311053963,-80.0860529799889,1
151,-33.173531631824176,216.1068945681792,-86.29507519744284,1
152,-41.331210741862485,224.5071789963945,-92.52257600861518,1
153,-49.46461566563498,232.85915641836635,-98.73835710307516,1
154,-57.56808045208413,241.15378610151552,-104.90452312040524,1
155,-65.63713650015205,249.38445286107154,-110.99641926894581,1
156,-73.66798507809823,257.5483715479974,-117.02124553401383,1
157,-81.65802577856685,265.6455254391206,-123.00282732859029,1
158,-89.61193366141038,273.6824283347191,-128.96448494237325,1
159,-97.5392486435831,281.6682246155569,-134.91200052974347,1
160,-105.45001298883614,289.6117189576563,-140.84323344096072,1
161,-113.34600528422314,297.5142137349051,-146.75564397760917,1
162,-121.2207855946073,305.370289654436,-152.65360889220375,1
163,-129.06246283135755,313.16904344383187,-158.5359250628392,1
164,-136.8614539380987,320.90063371145834,-164.39118706263585,1
165,-144.611585885462,328.55718805889575,-170.19691622398483,1
166,-152.3101627906132,336.1345700856222,-175.93644323753952,1
167,-159.95421263374715,343.6297443195607,-181.60640752334064,1
168,-167.54209541854547,351.04246658440456,-187.21909598236718,1
169,-175.07416764892469,358.37442010281296,-192.78795500676395,1
170,-182.5549048837917,365.63044864863764,-198.32080214961223,1
171,-189.98909318802762,372.81471352138976,-203.81586220396466,1
172,-197.37900122211695,379.9290647289058,-209.27093370647555,1
173,-204.72096845893168,386.97010765326723,-214.68488069147983,1
174,-212.00811944303408,393.9317246662173,-220.05830517543302,1
175,-219.23281344703733,400.8064774749382,-225.3855228445966,1
176,-226.39033189062056,407.58909861904993,-230.6561309654498,1
177,-233.4777838071628,414.27579591420823,-235.8579222121864,1
178,-240.493736172513,420.8649029337982,-240.9866230261294,1
179,-247.4364883932949,427.355284934001,-246.04555752039198,1
180,-254.3057259979563,433.7476011348728,-251.04334209830077,1
181,-261.1023122328943,440.04321672042596,-255.98498770257163,1
182,-267.8285140461436,446.24435942012036,-260.87142037616997,1
183,-274.4850799560263,452.3514986261065,-265.6996865374103,1
184,-281.0704496208827,458.3631894536158,-270.4684721576366,1
185,-287.58011199891035,464.2753320167881,-275.17652028529983,1
186,-294.0092364074912,470.0834929603961,-279.82206732255344,1
187,-300.35371287935567,475.78347455143523,-284.39917827043973,1
188,-306.61141697336586,481.3728171644027,-288.90129694471176,1
189,-312.7807814531719,486.84973350118076,-293.3234816419587,1
190,-318.8607798541835,492.21351450101406,-297.6665624631532,1
191,-324.8502717220385,497.46362826451656,-301.93408724652795,1
192,-330.74914559344774,502.6005373362834,-306.13017966043526,1
193,-336.55765890176093,507.6246808258055,-310.25537635910405,1
194,-342.27620588472655,512.5364551182411,-314.308504854489,1
195,-347.90364700138997,517.3347631014802,-318.2872755072296,1
196,-353.4375984302433,522.0175313241637,-322.1908028717505,1
197,-358.87460647775566,526.5816467628932,-326.0174289616699,1
198,-364.211819690982,531.0244708849531,-329.76474377924075,1
199,-369.4470586835278,535.3437905025112,-333.42848375956567,1
200,-374.5791524285256,539.5384361972918,-337.0056368249513,1
201,-379.6069595012363,543.6074584787463,-340.4950517187245,1
202,-384.5296737211741,547.5505198700636,-343.8985772612383,1
203,-389.3465447693954,551.3673453661434,-347.2181308090922,1
204,-394.05744981596894,555.05815905048,-350.45489836178075,1
205,-398.6621325757544,558.6228456858767,-353.60785171585604,1
206,-403.16002738932576,562.0609921658406,-356.67572471209513,1
207,-407.5494943245211,565.3711963826696,-359.65702314441677,1
208,-411.82845585445193,568.5517407226366,-362.5509880265181,1
209,-415.99464292962324,571.600649994096,-365.3559770307428,1
210,-420.0464799930228,574.5165536099869,-368.0700741026005,1
211,-423.98278679089054,577.2983979393298,-370.69091875035394,1
212,-427.80287005094135,579.9457251750484,-373.217638418078,1
213,-431.5059630800576,582.4581239404837,-375.6504320955565,1
214,-435.0915565305374,584.8355366762316,-377.99064688598094,1
215,-438.55916245273005,587.077851150076,-380.238854050713,1
216,-441.90853884633896,589.1851179112375,-382.3949847528367,1
217,-445.1391099009994,591.1569836776067,-384.4579171351985,1
218,-448.2500070368686,592.9928661002682,-386.4268309965734,1
219,-451.23982365820365,594.6916914690316,-388.3008147361643,1
220,-454.10719852757666,596.2524618600179,-390.0792526522086,1
221,-456.85089642721465,597.6742333900688,-391.7608977806082,1
222,-459.4701867203957,598.9565378212443,-393.34465072130183,1
223,-461.9644837791405,600.0990543181297,-394.8295362784839,1
224,-464.3334116475453,601.1017664982859,-396.2156720019636,1
225,-466.5765105578495,601.9646211245705,-397.50352415422407,1
226,-468.6934985875191,602.6877560668665,-398.6938162330397,1
227,-470.6840625938439,603.2712072358764,-399.7865067968888,1
228,-472.54796045891726,603.7150514882558,-400.78128227114826,1
229,-474.28467222407494,604.0190773274952,-401.6774272308383,1
230,-475.89355420126446,604.1830011981174,-402.47457900982835,1
231,-477.37377506785754,604.2063602281953,-403.17224705170867,1
232,-478.72469583877285,604.0888821896252,-403.77006851054966,1
233,-479.94581247691633,603.8303879048069,-404.26736445847126,1
234,-481.036903409963,603.4309912726674,-404.66379324764875,1
235,-481.9977646455834,602.8908464313643,-404.95922600688823,1
236,-482.8283040674494,602.2102737244032,-405.1541426349659,1
237,-483.5283902624786,601.3895551543599,-405.2489689057821,1
238,-484.09802062948125,600.429089295553,-405.24409821940884,1
239,-484.53714094072893,599.3291805546261,-405.13942909613263,1
240,-484.8457062588513,598.0901441234598,-404.9348518640247,1
241,-485.02349359193863,596.7121237077633,-404.63012887045664,1
242,-485.0702727611352,595.195285231576,-404.22527677149753,1
243,-484.9857851256302,593.5397577815579,-403.72018115789473,1
244,-484.76996148460955,591.7458551379855,-403.1148327486951,1
245,-484.4228203852908,589.8139615826742,-402.4091159515271,1
246,-483.9445364810453,587.7446380108023,-401.60324035193554,1
247,-483.33527495177407,585.5384508509289,-400.6975377228945,1
248,-482.59528131304694,583.196069242638,-399.69261351767597,1
249,-481.7247830802191,580.7181299816419,-398.58889799474423,1
250,-480.7240835496158,578.1053353712285,-397.38676970922864,1
251,-479.5934282561405,575.3583115844219,-396.0863564917747,1
252,-478.333066205376,572.4777001733952,-394.6878864509394,1
253,-476.9431655429623,569.4640666514571,-393.1915468029842,1
254,-475.42395508953,566.3180491063011,-391.5976815592412,1
255,-473.77569897437394,563.040308667011,-389.906536739709,1
256,-471.9988059725005,559.6316500013279,-388.11846872179035,1
257,-470.09372883562975,556.0929172322006,-386.23382328656015,1
258,-468.06100515903967,552.4250566719734,-384.25318327095994,1
259,-465.9011594263826,548.6290062795568,-382.1771608171944,1
260,-463.61477504088737,544.7057690414714,-380.0064711602721,1
261,-461.2024262728661,540.6563240917599,-377.7416716259174,1
262,-458.66473565978623,536.4816948452185,-375.3833147331424,1
263,-456.00229040092694,532.1828625616796,-372.93184994911564,1
264,-453.2157021607425,527.7608429351117,-370.3878398465843,1
265,-450.30556619410237,523.2166345908696,-367.7518245507558,1
266,-447.27255429392466,518.551315785699,-365.0244409485608,1
267,-444.1173784130531,513.7659954756255,-362.206272356774,1
268,-440.84084240991996,508.8618770445823,-359.29800964697284,1
269,-437.44376747093315,503.84018069111755,-356.3003592894355,1
270,-433.92702757627467,498.70218927884366,-353.21417228781695,1
271,-430.2914942259939,493.4491804781787,-350.04027695485496,1
272,-426.53808837222346,488.08248057989806,-346.77953880298486,1
273,-422.6677307929699,482.60340472289533,-343.4327228395406,1
274,-418.681378830609,477.01330429920114,-340.0006266938467,1
275,-414.5799757294599,471.3135136128135,-336.48401461136194,1
276,-410.3644995950052,465.5054072572325,-332.8837410155463,1
277,-406.03593895098123,459.5903663860804,-329.2006438020273,1
278,-401.5953488415587,453.5698385772701,-325.4356282389483,1
279,-397.0438148653858,447.4452954972281,-321.5895784325592,1
280,-392.38248189747947,441.2182706005005,-317.6634666636337,1
281,-387.6125058154739,434.8903067373368,-313.65827584034344,1
282,-382.7350824320044,428.4629899111924,-309.57506740016555,1
283,-377.7514133879333,421.9379060618465,-305.4148676872779,1
284,-372.66273847813477,415.31667669937445,-301.17872469768736,1
285,-367.47030052055135,408.6009190532324,-296.86763656813366,1
286,-362.1753715750844,401.7922801059312,-292.4826472137971,1
287,-356.7792247315878,394.8924048761977,-288.0247932417797,1
288,-351.28317111334724,387.9029776338009,-283.49517435988986,1
289,-345.6885420216824,380.8256973733729,-278.8948787284129,1
290,-339.99672010630036,373.6623128590689,-274.22504465236085,1
291,-334.20910979737795,366.4145895525878,-269.48680593586084,1
292,-328.32715428621066,359.0843324746286,-264.6813597973488,1
293,-322.3523052143743,351.6733516911553,-259.809904730728,1
294,-316.2860449690817,344.1834872145501,-254.8736810491089,1
295,-310.1298638848712,336.61658042652107,-249.87390056295223,1
296,-303.88528167666624,328.9744991822251,-244.81179629793428,1
297,-297.55382412645207,321.2591117408182,-239.68858170661784,1
298,-291.13704375068534,313.4723123446374,-234.50551251502202,1
299,-284.63650259873873,305.61600051172303,-229.26384351481568,1
300,-278.05379680523214,297.692108158698,-223.9648712972881,1
301,-271.3905412078758,289.70258002105356,-218.60988616998998,1
302,-264.6483858695988,281.6493937085884,-213.20021641656308,1
303,-257.8289943146007,273.5345355090318,-207.7371912812635,1
304,-250.93405629426456,265.3600165468054,-202.22218123250443,1
305,-243.96526948289633,257.12785090733,-196.65655207164167,1
306,-236.92435547174168,248.84007345487208,-191.04169274220502,1
307,-229.81304439401507,240.49872103735422,-185.37897448448956,1
308,-222.6330889736135,232.10584973967096,-179.66978941776327,1
309,-215.3862489827525,223.6635172795924,-173.9155238340017,1
310,-208.07430612420077,215.1738009625506,-168.1175958890381,1
311,-200.69905265630675,206.63878329956478,-162.27742322680464,1
312,-193.262306221731,198.06056887562184,-156.3964506789015,1
313,-185.76589769205722,189.44126946120315,-150.47612004659265,1
314,-178.2116811263374,180.78301671917984,-144.51790007884478,1
315,-170.60151894820598,172.08794534746238,-138.5232596811227,1
316,-162.93729166990644,163.35820485522248,-132.4936919141162,1
317,-155.22088647727549,154.5959453565951,-126.43068305394061,1
318,-147.45420738738216,145.8033295416506,-120.33573331524134,1
319,-139.63916456005194,136.9825197485571,-114.21033320249289,1
320,-131.77768354726769,128.13568977624305,-108.0559905069011,1
321,-123.8716954339518,119.26501322617428,-101.87421123944557,1
322,-115.92314706084584,110.3726756219569,-95.66652190387367,1
323,-107.93399309080016,101.46086423705536,-89.43444696788941,1
324,-99.90620514291469,92.5317788078533,-83.17952761479476,1
325,-91.84176209458053,83.58762012624152,-76.9033022975952,1
326,-83.7426563581443,74.63059822736334,-70.60732605491621,1
327,-75.61088434494796,65.66292112862793,-64.29315153841651,1
328,-67.4484531444091,56.686803006489875,-57.96234376887364,1
329,-59.257372885983834,47.704454499906575,-51.61646042847947,1
330,-51.0396634668279,38.71809100521563,-45.25706725676852,1
331,-42.79734740711123,29.72992409376736,-38.88572391783314,1
332,-34.532455929130336,20.74216925185334,-32.5040010290804,1
333,-26.247022708593036,11.757038215362114,-26.113466523219305,1
334,-17.943090442954706,2.776746818697643,-19.71569890648149,1
335,-9.622704863581973,-6.196492615728997,-13.312272491962323,1
336,-1.287919832746384,-15.160464791119079,-6.904769953989381,1
337,7.059209534777402,-24.112959656829304,-0.49476967869518534,1
338,15.416622789115586,-33.05176685815628,5.916142347126542,1
339,23.782260202336907,-41.97468331075683,12.326385664146192,1
340,32.1540581393555,-50.87950735629251,18.73437580721236,1
341,40.52995419443004,-59.76404542159519,25.13853632455542,1
342,48.90788291079059,-68.62610635212528,31.537287979708047,1
343,57.28578081832216,-77.46350763592442,37.92905791427295,1
344,65.66158233822566,-86.27407001476558,44.31226918654465,1
345,74.03322403626815,-95.05562302663627,50.68535039499836,1
346,82.39864113701142,-103.80600034508802,57.04672772908968,1
347,90.75577121099164,-112.52304483135758,63.39483404575049,1
348,99.10255187366876,-121.20460498115062,69.7281010951677,1
349,107.4369251278132,-129.84854036677703,76.04496782663678,1
350,115.75683454243102,-138.4527177573416,82.34387308732367,1
351,124.06022928831437,-147.01501633972336,88.62326448375975,1
352,132.34506135413838,-155.5333239407479,94.88159204139774,1
353,140.6092889178687,-164.00554142330262,101.11731531516199,1
354,148.85087380223158,-172.42957911496194,107.32889638365864,1
355,157.06778518894214,-180.80336143658207,113.51480609965887,1
356,165.25799658879376,-189.12482290203135,119.6735177484238,1
357,173.41948924989484,-197.39191254282687,125.80351382731511,1
358,181.55024965868083,-205.60259050136162,131.9032808295814,1
359,189.64827295528173,-213.75483241526229,137.97131537226173,1
360,197.71156081793166,-221.8466263018063,144.00611890571065,1
361,205.73812502939563,-229.87597708654877,150.00620363446092,1
362,213.72598541609116,-237.84090358066152,155.9700879409353,1
363,221.6731728709589,-245.73944251876975,161.8963022159255,1
364,229.5777271087941,-253.56964542499782,167.78338425709464,1
365,237.4376995897692,-261.32958232562197,173.6298840937822,1
366,245.25115175644012,-269.0173391653199,179.43435948228486,1
367,253.0161575398488,-276.63102104936473,185.19538018620898,1
368,260.73080158000124,-284.16874972285996,190.91152433769147,1
369,268.39318161049476,-291.62866671297866,196.58138281498302,1
370,276.00140707192264,-299.008931225465,202.20355602991006,1
371,283.5536017604644,-306.30772344670544,207.77665790474344,1
372,291.04790238075617,-313.52324236347573,213.29931263059385,1
373,298.48246086809456,-320.65370886935875,218.77015849199952,1
374,305.8554434584887,-327.6973639659282,224.18784538289682,1
375,313.1650320991824,-334.6524710605541,229.55103793100878,1
376,320.4094238664933,-341.51731450595895,234.85841315751148,1
377,327.58683260166947,-348.2902019704539,240.10866315412585,1
378,334.69548784907175,-354.96946263224436,245.3004925753554,1
379,341.7336368467457,-361.55344982598484,250.4326215399093,1
380,348.6995432723544,-368.04053906588337,255.5037834318567,1
381,355.59148924532263,-374.42913078693476,260.51272787888297,1
382,362.40777446352405,-380.717648667909,265.45821868862845,1
383,369.14671782663373,-386.9045419895262,270.33903632907464,1
384,375.80665690090416,-392.98828431179027,275.1539762482799,1
385,382.3859493020733,-398.9673755595397,279.9018511854719,1
386,388.88297212368764,-404.84034072976544,284.5814897352639,1
387,395.29612328001394,-410.60573190162967,289.1917383634571,1
388,401.62382066212615,-416.262126621519,293.7314596895994,1
389,407.86450406431186,-421.80813046714286,298.19953467317845,1
390,414.01663393095674,-427.2423751123183,302.59486081880806,1
391,420.0786931632014,-432.5635207134496,306.91635433772785,1
392,426.0491862411541,-437.7702543883967,311.1629488105448,1
393,431.926640671562,-442.8612922284103,315.333597041737,1
394,437.7096063375893,-447.8353779790596,319.4272697814458,1
395,443.3966571654403,-452.6912852818858,323.44295761145037,1
396,448.9863900379171,-457.4278159302859,327.37966955096687,1
397,454.47742661778136,-462.04380222973646,331.2364349980868,1
398,459.8684122982498,-466.53810530668426,335.01230243519797,1
399,465.1580176509876,-470.90961716674303,338.7063409817411,1
400,470.3449377845908,-475.1572592481465,342.3176392899835,1
401,475.42789364052516,-479.2799844060511,345.8453069696474,1
402,480.40563121636694,-483.2767753903235,349.2884735660453,1
403,485.276922926623,-487.1466467807124,352.64628995869765,1
404,490.0405670630081,-490.88864378053205,355.91792768373614,1
405,494.6953886180531,-494.5018436158101,359.1025798322379,1
406,499.24023929199166,-497.9853548422871,362.19946065867754,1
407,503.6739982863577,-501.3383186295068,365.2078064602697,1
408,507.9955717466222,-504.5599076633688,368.1268749995481,1
409,512.203894019532,-507.6493278066782,370.9559465293947,1
410,516.2979268879353,-510.60581679590933,373.6943231321536,1
411,520.2766608465639,-513.4286459221361,376.3413296868356,1
412,524.139114378517,-516.1171187134215,378.8963131662949,1
413,527.8843348381344,-518.6705723227785,381.35864346235525,1
414,531.5113983853254,-521.0883768293406,383.72771311256537,1
415,535.0194105120802,-523.3699362035579,386.0029378851748,1
416,538.4075056882369,-525.5146873708618,388.18375635783127,1
417,541.6748484740673,-527.522101794771,390.2696308086539,1
418,544.820632775326,-529.3916841286149,392.26004659086436,1
419,547.844082874281,-531.1229736376735,394.1545129169174,1
420,550.7444528260063,-532.7155430714262,395.9525623956599,1
421,553.5210275778473,-534.169000172364,397.6537517887577,1
422,556.1731220937257,-535.4829862574879,399.2576614528782,1
423,558.7000824035993,-536.6571776086616,400.763895909285,1
424,561.101285137827,-537.6912845158743,402.1720836210214,1
425,563.3761382427814,-538.5850523441586,403.48187737577297,1
426,565.5240804720862,-539.3382604840151,404.6929540312749,1
427,567.5445822127792,-539.9507235657987,405.8050149810862,1
428,569.4371450575007,-540.4222904611275,406.8177859359882,1
429,571.2013022437573,-540.7528451327721,407.73101711026226,1
430,572.8366187265747,-540.9423061383491,408.5444833751434,1
431,574.342691328788,-540.9906271519949,409.25798419750816,1
432,575.7191484776924,-540.8977961515444,409.8713435997011,1
433,576.96565092019,-540.6638365267597,410.3844104824785,1
434,578.0818911569345,-540.288805941934,410.79705835236086,1
435,579.0675941055238,-539.7727973796303,411.10918558453454,1
436,579.9225167257341,-539.1159381831595,411.3207152970079,1
437,580.6464481356519,-538.3183906083515,411.431595296809,1
438,581.2392100235713,-537.3803516134291,411.44179846666816,1
439,581.7006561996835,-536.3020528428043,411.3513222990654,1
440,582.0306729521573,-535.0837603449462,411.16018923973365,1
441,582.2291791568147,-533.7257751448996,410.86844661318037,1
442,582.2961258515004,-532.2284321988487,410.4761664695118,1
443,582.2314967124739,-530.5921012641196,409.98344568505394,1
444,582.0353079235501,-528.8171861832533,409.3904060461034,1
445,581.7076079961527,-526.9041251303815,408.69719392479277,1
446,581.2484779334613,-524.8533901320234,407.9039805022982,1
447,580.6580311584505,-522.6654874492659,407.0109615486188,1
448,579.9364134863198,-520.3409569007956,406.0183575261858,1
449,579.0838031128508,-517.880372322525,404.92641339802026,1
450,578.1004105385563,-515.2843407944182,403.73539871229525,1
451,576.9864785391877,-512.5535031375479,402.4456073825496,1
452,575.742282015607,-509.6885330684974,401.0573577576174,1
453,574.3681281723575,-506.69013778945873,399.57099241712336,1
454,572.8643560540321,-503.5590570175485,397.98687819937084,1
455,571.2313370072976,-500.2960636969907,396.30540608875765,1
456,569.4694739492933,-496.9019628043907,394.52699104466524,1
457,567.5792017063995,-493.37759202638074,392.6520718927355,1
458,565.5609868262869,-489.7238209558736,390.68111139055765,1
459,563.415327397095,-485.94155136116905,388.6145958715286,1
460,561.1427528762378,-482.0317163681954,386.4530353057511,1
461,558.7438241049421,-477.9952809355874,384.1969630459321,1
462,556.2191330808254,-473.8332409463428,381.84693587300814,1
463,553.5693028457541,-469.5466235673327,379.40353363670937,1
464,550.7949873138039,-465.13648641434617,376.86735934297894,1
465,547.8968710294397,-460.6039177857515,374.2390387088368,1
466,544.875669242382,-455.9500360794196,371.51922043977385,1
467,541.7321275077799,-451.17598981987163,368.7085756268727,1
468,538.4670213604329,-446.2829567150322,365.8077977591282,1
469,535.0811567518842,-441.2721444808334,362.8176027169153,1
470,531.5753689117442,-436.1447891950078,359.73872824621867,1
471,527.9505231803176,-430.90215636643904,356.5719341610279,1
472,524.2075138174997,-425.5455393379043,353.3180018250146,1
473,520.3472644588213,-420.0762599776962,349.9777340782454,1
474,516.3707277174872,-414.4956677890551,346.5519552813531,1
475,512.2788848451241,-408.8051399020168,343.04151067285795,1
476,508.07274533597314,-403.00608017592697,339.4472664202262,1
